CountActive,Description,Ateco,IdProvince
1447,ATTIVITÀ PROFESSIONALI SCIENTIFICHE E TECNICHE,M,19
11128,COMMERCIO ALL'INGROSSO E AL DETTAGLIO RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,G,19
4868,COSTRUZIONI,F,19
23,ESTRAZIONE DI MINERALI DA CAVE E MINIERE,B,19
80,FORNITURA DI ACQUA RETI FOGNARIE ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO,E,19
47,FORNITURA DI ENERGIA ELETTRICA GAS VAPORE E ARIA CONDIZIONATA,D,19
318,ISTRUZIONE,P,19
1567,NOLEGGIO AGENZIE DI VIAGGIO SERVIZI DI SUPPORTO ALLE IMPRESE,N,19
468,SANITA' E ASSISTENZA SOCIALE,Q,19
1251,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,J,19
1008,TRASPORTO E MAGAZZINAGGIO,H,19
4474,AGRICOLTURA SILVICOLTURA E PESCA,A,20
12,ALTRE ATTIVITÀ,X,20
877,ALTRE ATTIVITÀ DI SERVIZI,S,20
227,ATTIVITÀ ARTISTICHE SPORTIVE DI INTRATTENIMENTO E DIVERTIMENTO,R,20
1261,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,I,20
374,ATTIVITÀ FINANZIARIE E ASSICURATIVE,K,20
294,ATTIVITA' IMMOBILIARI,L,20
1604,ATTIVITÀ MANIFATTURIERE,C,20
506,ATTIVITÀ PROFESSIONALI SCIENTIFICHE E TECNICHE,M,20
6202,COMMERCIO ALL'INGROSSO E AL DETTAGLIO RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,G,20
2384,COSTRUZIONI,F,20
66,ESTRAZIONE DI MINERALI DA CAVE E MINIERE,B,20
63,FORNITURA DI ACQUA RETI FOGNARIE ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO,E,20
72,FORNITURA DI ENERGIA ELETTRICA GAS VAPORE E ARIA CONDIZIONATA,D,20
111,ISTRUZIONE,P,20
505,NOLEGGIO AGENZIE DI VIAGGIO SERVIZI DI SUPPORTO ALLE IMPRESE,N,20
255,SANITA' E ASSISTENZA SOCIALE,Q,20
284,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,J,20
650,TRASPORTO E MAGAZZINAGGIO,H,20
7403,AGRICOLTURA SILVICOLTURA E PESCA,A,21
15,ALTRE ATTIVITÀ,X,21
868,ALTRE ATTIVITÀ DI SERVIZI,S,21
231,ATTIVITÀ ARTISTICHE SPORTIVE DI INTRATTENIMENTO E DIVERTIMENTO,R,21
1523,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,I,21
370,ATTIVITÀ FINANZIARIE E ASSICURATIVE,K,21
401,ATTIVITA' IMMOBILIARI,L,21
1395,ATTIVITÀ MANIFATTURIERE,C,21
638,ATTIVITÀ PROFESSIONALI SCIENTIFICHE E TECNICHE,M,21
4678,COMMERCIO ALL'INGROSSO E AL DETTAGLIO RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,G,21
2540,COSTRUZIONI,F,21
7,ESTRAZIONE DI MINERALI DA CAVE E MINIERE,B,21
44,FORNITURA DI ACQUA RETI FOGNARIE ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO,E,21
38,FORNITURA DI ENERGIA ELETTRICA GAS VAPORE E ARIA CONDIZIONATA,D,21
134,ISTRUZIONE,P,21
567,NOLEGGIO AGENZIE DI VIAGGIO SERVIZI DI SUPPORTO ALLE IMPRESE,N,21
160,SANITA' E ASSISTENZA SOCIALE,Q,21
327,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,J,21
562,TRASPORTO E MAGAZZINAGGIO,H,21
10968,AGRICOLTURA SILVICOLTURA E PESCA,A,22
179,ALTRE ATTIVITÀ,X,22
3292,ALTRE ATTIVITÀ DI SERVIZI,S,22
3,AMMINISTRAZIONE PUBBLICA E DIFESA ASSICURAZIONE SOCIALE OBBLIGATORIA,O,22
1078,ATTIVITÀ ARTISTICHE SPORTIVE DI INTRATTENIMENTO E DIVERTIMENTO,R,22
5572,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,I,22
2,ATTIVITÀ DI FAMIGLIE E CONVIVENZE COME DATORI DI LAVORO PER PERSONALE DOMESTICO PRODUZIONE DI BENI E SERVIZI INDIFFERENZIATI PER USO PROPRIO DA PARTE DI FAMIGLIE E CONVIVENZE,T,22
1450,ATTIVITÀ FINANZIARIE E ASSICURATIVE,K,22
1425,ATTIVITA' IMMOBILIARI,L,22
5587,ATTIVITÀ MANIFATTURIERE,C,22
2124,ATTIVITÀ PROFESSIONALI SCIENTIFICHE E TECNICHE,M,22
27517,COMMERCIO ALL'INGROSSO E AL DETTAGLIO RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,G,22
14779,COSTRUZIONI,F,22
64,ESTRAZIONE DI MINERALI DA CAVE E MINIERE,B,22
198,FORNITURA DI ACQUA RETI FOGNARIE ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO,E,22
91,FORNITURA DI ENERGIA ELETTRICA GAS VAPORE E ARIA CONDIZIONATA,D,22
671,ISTRUZIONE,P,22
2341,NOLEGGIO AGENZIE DI VIAGGIO SERVIZI DI SUPPORTO ALLE IMPRESE,N,22
752,SANITA' E ASSISTENZA SOCIALE,Q,22
1298,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,J,22
1749,TRASPORTO E MAGAZZINAGGIO,H,22
14265,AGRICOLTURA SILVICOLTURA E PESCA,A,23
165,ALTRE ATTIVITÀ,X,23
3134,ALTRE ATTIVITÀ DI SERVIZI,S,23
1,AMMINISTRAZIONE PUBBLICA E DIFESA ASSICURAZIONE SOCIALE OBBLIGATORIA,O,23
1115,ATTIVITÀ ARTISTICHE SPORTIVE DI INTRATTENIMENTO E DIVERTIMENTO,R,23
5696,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,I,23
1859,ATTIVITÀ FINANZIARIE E ASSICURATIVE,K,23
1568,ATTIVITA' IMMOBILIARI,L,23
6286,ATTIVITÀ MANIFATTURIERE,C,23
2380,ATTIVITÀ PROFESSIONALI SCIENTIFICHE E TECNICHE,M,23
28069,COMMERCIO ALL'INGROSSO E AL DETTAGLIO RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,G,23
10227,COSTRUZIONI,F,23
41,ESTRAZIONE DI MINERALI DA CAVE E MINIERE,B,23
248,FORNITURA DI ACQUA RETI FOGNARIE ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO,E,23
109,FORNITURA DI ENERGIA ELETTRICA GAS VAPORE E ARIA CONDIZIONATA,D,23
618,ISTRUZIONE,P,23
2858,NOLEGGIO AGENZIE DI VIAGGIO SERVIZI DI SUPPORTO ALLE IMPRESE,N,23
1291,SANITA' E ASSISTENZA SOCIALE,Q,23
1793,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,J,23
2790,TRASPORTO E MAGAZZINAGGIO,H,23
4237,AGRICOLTURA SILVICOLTURA E PESCA,A,24
14,ALTRE ATTIVITÀ,X,24
1428,ALTRE ATTIVITÀ DI SERVIZI,S,24
1,AMMINISTRAZIONE PUBBLICA E DIFESA ASSICURAZIONE SOCIALE OBBLIGATORIA,O,24
443,ATTIVITÀ ARTISTICHE SPORTIVE DI INTRATTENIMENTO E DIVERTIMENTO,R,24
2193,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,I,24
632,ATTIVITÀ FINANZIARIE E ASSICURATIVE,K,24
486,ATTIVITA' IMMOBILIARI,L,24
1833,ATTIVITÀ MANIFATTURIERE,C,24
940,ATTIVITÀ PROFESSIONALI SCIENTIFICHE E TECNICHE,M,24
9872,COMMERCIO ALL'INGROSSO E AL DETTAGLIO RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,G,24
3675,COSTRUZIONI,F,24
14,ESTRAZIONE DI MINERALI DA CAVE E MINIERE,B,24
53,FORNITURA DI ACQUA RETI FOGNARIE ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO,E,24
82,FORNITURA DI ENERGIA ELETTRICA GAS VAPORE E ARIA CONDIZIONATA,D,24
159,ISTRUZIONE,P,24
830,NOLEGGIO AGENZIE DI VIAGGIO SERVIZI DI SUPPORTO ALLE IMPRESE,N,24
264,SANITA' E ASSISTENZA SOCIALE,Q,24
573,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,J,24
597,TRASPORTO E MAGAZZINAGGIO,H,24
11672,AGRICOLTURA SILVICOLTURA E PESCA,A,25
24,ALTRE ATTIVITÀ,X,25
1784,ALTRE ATTIVITÀ DI SERVIZI,S,25
564,ATTIVITÀ ARTISTICHE SPORTIVE DI INTRATTENIMENTO E DIVERTIMENTO,R,25
2579,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,I,25
709,ATTIVITÀ FINANZIARIE E ASSICURATIVE,K,25
792,ATTIVITA' IMMOBILIARI,L,25
3209,ATTIVITÀ MANIFATTURIERE,C,25
1116,ATTIVITÀ PROFESSIONALI SCIENTIFICHE E TECNICHE,M,25
8124,COMMERCIO ALL'INGROSSO E AL DETTAGLIO RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,G,25
4497,COSTRUZIONI,F,25
25,ESTRAZIONE DI MINERALI DA CAVE E MINIERE,B,25
86,FORNITURA DI ACQUA RETI FOGNARIE ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO,E,25
97,FORNITURA DI ENERGIA ELETTRICA GAS VAPORE E ARIA CONDIZIONATA,D,25
192,ISTRUZIONE,P,25
1183,NOLEGGIO AGENZIE DI VIAGGIO SERVIZI DI SUPPORTO ALLE IMPRESE,N,25
271,SANITA' E ASSISTENZA SOCIALE,Q,25
694,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,J,25
680,TRASPORTO E MAGAZZINAGGIO,H,25
1991,AGRICOLTURA SILVICOLTURA E PESCA,A,26
45,ALTRE ATTIVITÀ,X,26
2266,ALTRE ATTIVITÀ DI SERVIZI,S,26
483,ATTIVITÀ ARTISTICHE SPORTIVE DI INTRATTENIMENTO E DIVERTIMENTO,R,26
3177,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,I,26
1241,ATTIVITÀ FINANZIARIE E ASSICURATIVE,K,26
3636,ATTIVITA' IMMOBILIARI,L,26
5507,ATTIVITÀ MANIFATTURIERE,C,26
2056,ATTIVITÀ PROFESSIONALI SCIENTIFICHE E TECNICHE,M,26
9060,COMMERCIO ALL'INGROSSO E AL DETTAGLIO RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,G,26
7313,COSTRUZIONI,F,26
10,ESTRAZIONE DI MINERALI DA CAVE E MINIERE,B,26
75,FORNITURA DI ACQUA RETI FOGNARIE ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO,E,26
41,FORNITURA DI ENERGIA ELETTRICA GAS VAPORE E ARIA CONDIZIONATA,D,26
301,ISTRUZIONE,P,26
2150,NOLEGGIO AGENZIE DI VIAGGIO SERVIZI DI SUPPORTO ALLE IMPRESE,N,26
463,SANITA' E ASSISTENZA SOCIALE,Q,26
1018,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,J,26
1244,TRASPORTO E MAGAZZINAGGIO,H,26
11687,AGRICOLTURA SILVICOLTURA E PESCA,A,27
42,ALTRE ATTIVITÀ,X,27
2817,ALTRE ATTIVITÀ DI SERVIZI,S,27
944,ATTIVITÀ ARTISTICHE SPORTIVE DI INTRATTENIMENTO E DIVERTIMENTO,R,27
4940,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,I,27
1052,ATTIVITÀ FINANZIARIE E ASSICURATIVE,K,27
773,ATTIVITA' IMMOBILIARI,L,27
3958,ATTIVITÀ MANIFATTURIERE,C,27
1699,ATTIVITÀ PROFESSIONALI SCIENTIFICHE E TECNICHE,M,27
17541,COMMERCIO ALL'INGROSSO E AL DETTAGLIO RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,G,27
7192,COSTRUZIONI,F,27
36,ESTRAZIONE DI MINERALI DA CAVE E MINIERE,B,27
115,FORNITURA DI ACQUA RETI FOGNARIE ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO,E,27
118,FORNITURA DI ENERGIA ELETTRICA GAS VAPORE E ARIA CONDIZIONATA,D,27
415,ISTRUZIONE,P,27
1646,NOLEGGIO AGENZIE DI VIAGGIO SERVIZI DI SUPPORTO ALLE IMPRESE,N,27
504,SANITA' E ASSISTENZA SOCIALE,Q,27
1163,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,J,27
975,TRASPORTO E MAGAZZINAGGIO,H,27
3509,AGRICOLTURA SILVICOLTURA E PESCA,A,28
27,ALTRE ATTIVITÀ,X,28
1460,ALTRE ATTIVITÀ DI SERVIZI,S,28
1,AMMINISTRAZIONE PUBBLICA E DIFESA ASSICURAZIONE SOCIALE OBBLIGATORIA,O,28
433,ATTIVITÀ ARTISTICHE SPORTIVE DI INTRATTENIMENTO E DIVERTIMENTO,R,28
1734,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,I,28
672,ATTIVITÀ FINANZIARIE E ASSICURATIVE,K,28
1434,ATTIVITA' IMMOBILIARI,L,28
2733,ATTIVITÀ MANIFATTURIERE,C,28
919,ATTIVITÀ PROFESSIONALI SCIENTIFICHE E TECNICHE,M,28
5691,COMMERCIO ALL'INGROSSO E AL DETTAGLIO RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,G,28
3918,COSTRUZIONI,F,28
5,ESTRAZIONE DI MINERALI DA CAVE E MINIERE,B,28
33,FORNITURA DI ACQUA RETI FOGNARIE ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO,E,28
74,FORNITURA DI ENERGIA ELETTRICA GAS VAPORE E ARIA CONDIZIONATA,D,28
128,ISTRUZIONE,P,28
797,NOLEGGIO AGENZIE DI VIAGGIO SERVIZI DI SUPPORTO ALLE IMPRESE,N,28
221,SANITA' E ASSISTENZA SOCIALE,Q,28
500,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,J,28
623,TRASPORTO E MAGAZZINAGGIO,H,28
4606,AGRICOLTURA SILVICOLTURA E PESCA,A,29
13,ALTRE ATTIVITÀ,X,29
476,ALTRE ATTIVITÀ DI SERVIZI,S,29
159,ATTIVITÀ ARTISTICHE SPORTIVE DI INTRATTENIMENTO E DIVERTIMENTO,R,29
1102,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,I,29
218,ATTIVITÀ FINANZIARIE E ASSICURATIVE,K,29
177,ATTIVITA' IMMOBILIARI,L,29
1124,ATTIVITÀ MANIFATTURIERE,C,29
386,ATTIVITÀ PROFESSIONALI SCIENTIFICHE E TECNICHE,M,29
4231,COMMERCIO ALL'INGROSSO E AL DETTAGLIO RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,G,29
2033,COSTRUZIONI,F,29
7,ESTRAZIONE DI MINERALI DA CAVE E MINIERE,B,29
39,FORNITURA DI ACQUA RETI FOGNARIE ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO,E,29
27,FORNITURA DI ENERGIA ELETTRICA GAS VAPORE E ARIA CONDIZIONATA,D,29
88,ISTRUZIONE,P,29
320,NOLEGGIO AGENZIE DI VIAGGIO SERVIZI DI SUPPORTO ALLE IMPRESE,N,29
127,SANITA' E ASSISTENZA SOCIALE,Q,29
261,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,J,29
438,TRASPORTO E MAGAZZINAGGIO,H,29
18026,AGRICOLTURA SILVICOLTURA E PESCA,A,30
25,ALTRE ATTIVITÀ,X,30
2666,ALTRE ATTIVITÀ DI SERVIZI,S,30
594,ATTIVITÀ ARTISTICHE SPORTIVE DI INTRATTENIMENTO E DIVERTIMENTO,R,30
3531,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,I,30
1,ATTIVITÀ DI FAMIGLIE E CONVIVENZE COME DATORI DI LAVORO PER PERSONALE DOMESTICO PRODUZIONE DI BENI E SERVIZI INDIFFERENZIATI PER USO PROPRIO DA PARTE DI FAMIGLIE E CONVIVENZE,T,30
1365,ATTIVITÀ FINANZIARIE E ASSICURATIVE,K,30
4087,ATTIVITA' IMMOBILIARI,L,30
4998,ATTIVITÀ MANIFATTURIERE,C,30
1963,ATTIVITÀ PROFESSIONALI SCIENTIFICHE E TECNICHE,M,30
10615,COMMERCIO ALL'INGROSSO E AL DETTAGLIO RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,G,30
8483,COSTRUZIONI,F,30
49,ESTRAZIONE DI MINERALI DA CAVE E MINIERE,B,30
103,FORNITURA DI ACQUA RETI FOGNARIE ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO,E,30
438,FORNITURA DI ENERGIA ELETTRICA GAS VAPORE E ARIA CONDIZIONATA,D,30
332,ISTRUZIONE,P,30
1820,NOLEGGIO AGENZIE DI VIAGGIO SERVIZI DI SUPPORTO ALLE IMPRESE,N,30
380,SANITA' E ASSISTENZA SOCIALE,Q,30
825,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,J,30
1036,TRASPORTO E MAGAZZINAGGIO,H,30
4885,AGRICOLTURA SILVICOLTURA E PESCA,A,31
10,ALTRE ATTIVITÀ,X,31
528,ALTRE ATTIVITÀ DI SERVIZI,S,31
124,ATTIVITÀ ARTISTICHE SPORTIVE DI INTRATTENIMENTO E DIVERTIMENTO,R,31
825,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,I,31
226,ATTIVITÀ FINANZIARIE E ASSICURATIVE,K,31
89,ATTIVITA' IMMOBILIARI,L,31
856,ATTIVITÀ MANIFATTURIERE,C,31
236,ATTIVITÀ PROFESSIONALI SCIENTIFICHE E TECNICHE,M,31
3039,COMMERCIO ALL'INGROSSO E AL DETTAGLIO RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,G,31
1428,COSTRUZIONI,F,31
9,ESTRAZIONE DI MINERALI DA CAVE E MINIERE,B,31
34,FORNITURA DI ACQUA RETI FOGNARIE ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO,E,31
18,FORNITURA DI ENERGIA ELETTRICA GAS VAPORE E ARIA CONDIZIONATA,D,31
82,ISTRUZIONE,P,31
302,NOLEGGIO AGENZIE DI VIAGGIO SERVIZI DI SUPPORTO ALLE IMPRESE,N,31
155,SANITA' E ASSISTENZA SOCIALE,Q,31
158,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,J,31
268,TRASPORTO E MAGAZZINAGGIO,H,31
2976,AGRICOLTURA SILVICOLTURA E PESCA,A,32
18,ALTRE ATTIVITÀ,X,32
827,ALTRE ATTIVITÀ DI SERVIZI,S,32
260,ATTIVITÀ ARTISTICHE SPORTIVE DI INTRATTENIMENTO E DIVERTIMENTO,R,32
985,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,I,32
1,ATTIVITÀ DI FAMIGLIE E CONVIVENZE COME DATORI DI LAVORO PER PERSONALE DOMESTICO PRODUZIONE DI BENI E SERVIZI INDIFFERENZIATI PER USO PROPRIO DA PARTE DI FAMIGLIE E CONVIVENZE,T,32
350,ATTIVITÀ FINANZIARIE E ASSICURATIVE,K,32
685,ATTIVITA' IMMOBILIARI,L,32
3176,ATTIVITÀ MANIFATTURIERE,C,32
695,ATTIVITÀ PROFESSIONALI SCIENTIFICHE E TECNICHE,M,32
3740,COMMERCIO ALL'INGROSSO E AL DETTAGLIO RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,G,32
2078,COSTRUZIONI,F,32
5,ESTRAZIONE DI MINERALI DA CAVE E MINIERE,B,32
31,FORNITURA DI ACQUA RETI FOGNARIE ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO,E,32
46,FORNITURA DI ENERGIA ELETTRICA GAS VAPORE E ARIA CONDIZIONATA,D,32
59,ISTRUZIONE,P,32
474,NOLEGGIO AGENZIE DI VIAGGIO SERVIZI DI SUPPORTO ALLE IMPRESE,N,32
101,SANITA' E ASSISTENZA SOCIALE,Q,32
333,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,J,32
285,TRASPORTO E MAGAZZINAGGIO,H,32
7158,AGRICOLTURA SILVICOLTURA E PESCA,A,33
17,ALTRE ATTIVITÀ,X,33
1542,ALTRE ATTIVITÀ DI SERVIZI,S,33
531,ATTIVITÀ ARTISTICHE SPORTIVE DI INTRATTENIMENTO E DIVERTIMENTO,R,33
2066,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,I,33
644,ATTIVITÀ FINANZIARIE E ASSICURATIVE,K,33
1654,ATTIVITA' IMMOBILIARI,L,33
2121,ATTIVITÀ MANIFATTURIERE,C,33
936,ATTIVITÀ PROFESSIONALI SCIENTIFICHE E TECNICHE,M,33
5801,COMMERCIO ALL'INGROSSO E AL DETTAGLIO RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,G,33
4206,COSTRUZIONI,F,33
5,ESTRAZIONE DI MINERALI DA CAVE E MINIERE,B,33
59,FORNITURA DI ACQUA RETI FOGNARIE ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO,E,33
38,FORNITURA DI ENERGIA ELETTRICA GAS VAPORE E ARIA CONDIZIONATA,D,33
142,ISTRUZIONE,P,33
922,NOLEGGIO AGENZIE DI VIAGGIO SERVIZI DI SUPPORTO ALLE IMPRESE,N,33
215,SANITA' E ASSISTENZA SOCIALE,Q,33
493,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,J,33
737,TRASPORTO E MAGAZZINAGGIO,H,33
5710,AGRICOLTURA SILVICOLTURA E PESCA,A,34
109,ALTRE ATTIVITÀ,X,34
4197,ALTRE ATTIVITÀ DI SERVIZI,S,34
4,AMMINISTRAZIONE PUBBLICA E DIFESA ASSICURAZIONE SOCIALE OBBLIGATORIA,O,34
1310,ATTIVITÀ ARTISTICHE SPORTIVE DI INTRATTENIMENTO E DIVERTIMENTO,R,34
6700,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,I,34
2309,ATTIVITÀ FINANZIARIE E ASSICURATIVE,K,34
6888,ATTIVITA' IMMOBILIARI,L,34
12245,ATTIVITÀ MANIFATTURIERE,C,34
3844,ATTIVITÀ PROFESSIONALI SCIENTIFICHE E TECNICHE,M,34
21643,COMMERCIO ALL'INGROSSO E AL DETTAGLIO RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,G,34
13635,COSTRUZIONI,F,34
16,ESTRAZIONE DI MINERALI DA CAVE E MINIERE,B,34
128,FORNITURA DI ACQUA RETI FOGNARIE ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO,E,34
110,FORNITURA DI ENERGIA ELETTRICA GAS VAPORE E ARIA CONDIZIONATA,D,34
559,ISTRUZIONE,P,34
3889,NOLEGGIO AGENZIE DI VIAGGIO SERVIZI DI SUPPORTO ALLE IMPRESE,N,34
446,SANITA' E ASSISTENZA SOCIALE,Q,34
2535,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,J,34
2545,TRASPORTO E MAGAZZINAGGIO,H,34
22153,AGRICOLTURA SILVICOLTURA E PESCA,A,35
61,ALTRE ATTIVITÀ,X,35
1860,ALTRE ATTIVITÀ DI SERVIZI,S,35
564,ATTIVITÀ ARTISTICHE SPORTIVE DI INTRATTENIMENTO E DIVERTIMENTO,R,35
3811,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,I,35
1,ATTIVITÀ DI FAMIGLIE E CONVIVENZE COME DATORI DI LAVORO PER PERSONALE DOMESTICO PRODUZIONE DI BENI E SERVIZI INDIFFERENZIATI PER USO PROPRIO DA PARTE DI FAMIGLIE E CONVIVENZE,T,35
764,ATTIVITÀ FINANZIARIE E ASSICURATIVE,K,35
835,ATTIVITA' IMMOBILIARI,L,35
2905,ATTIVITÀ MANIFATTURIERE,C,35
1291,ATTIVITÀ PROFESSIONALI SCIENTIFICHE E TECNICHE,M,35
14308,COMMERCIO ALL'INGROSSO E AL DETTAGLIO RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,G,35
6081,COSTRUZIONI,F,35
43,ESTRAZIONE DI MINERALI DA CAVE E MINIERE,B,35
121,FORNITURA DI ACQUA RETI FOGNARIE ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO,E,35
182,FORNITURA DI ENERGIA ELETTRICA GAS VAPORE E ARIA CONDIZIONATA,D,35
285,ISTRUZIONE,P,35
1314,NOLEGGIO AGENZIE DI VIAGGIO SERVIZI DI SUPPORTO ALLE IMPRESE,N,35
390,SANITA' E ASSISTENZA SOCIALE,Q,35
638,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,J,35
1598,TRASPORTO E MAGAZZINAGGIO,H,35
6075,AGRICOLTURA SILVICOLTURA E PESCA,A,36
19,ALTRE ATTIVITÀ,X,36
1768,ALTRE ATTIVITÀ DI SERVIZI,S,36
1,AMMINISTRAZIONE PUBBLICA E DIFESA ASSICURAZIONE SOCIALE OBBLIGATORIA,O,36
680,ATTIVITÀ ARTISTICHE SPORTIVE DI INTRATTENIMENTO E DIVERTIMENTO,R,36
2699,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,I,36
796,ATTIVITÀ FINANZIARIE E ASSICURATIVE,K,36
2445,ATTIVITA' IMMOBILIARI,L,36
3417,ATTIVITÀ MANIFATTURIERE,C,36
1382,ATTIVITÀ PROFESSIONALI SCIENTIFICHE E TECNICHE,M,36
7663,COMMERCIO ALL'INGROSSO E AL DETTAGLIO RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,G,36
5818,COSTRUZIONI,F,36
10,ESTRAZIONE DI MINERALI DA CAVE E MINIERE,B,36
77,FORNITURA DI ACQUA RETI FOGNARIE ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO,E,36
183,FORNITURA DI ENERGIA ELETTRICA GAS VAPORE E ARIA CONDIZIONATA,D,36
148,ISTRUZIONE,P,36
1032,NOLEGGIO AGENZIE DI VIAGGIO SERVIZI DI SUPPORTO ALLE IMPRESE,N,36
256,SANITA' E ASSISTENZA SOCIALE,Q,36
685,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,J,36
1206,TRASPORTO E MAGAZZINAGGIO,H,36
5241,AGRICOLTURA SILVICOLTURA E PESCA,A,37
25,ALTRE ATTIVITÀ,X,37
2114,ALTRE ATTIVITÀ DI SERVIZI,S,37
1,AMMINISTRAZIONE PUBBLICA E DIFESA ASSICURAZIONE SOCIALE OBBLIGATORIA,O,37
459,ATTIVITÀ ARTISTICHE SPORTIVE DI INTRATTENIMENTO E DIVERTIMENTO,R,37
3085,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,I,37
1028,ATTIVITÀ FINANZIARIE E ASSICURATIVE,K,37
1155,ATTIVITA' IMMOBILIARI,L,37
3364,ATTIVITÀ MANIFATTURIERE,C,37
1213,ATTIVITÀ PROFESSIONALI SCIENTIFICHE E TECNICHE,M,37
11536,COMMERCIO ALL'INGROSSO E AL DETTAGLIO RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,G,37
6474,COSTRUZIONI,F,37
42,ESTRAZIONE DI MINERALI DA CAVE E MINIERE,B,37
104,FORNITURA DI ACQUA RETI FOGNARIE ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO,E,37
59,FORNITURA DI ENERGIA ELETTRICA GAS VAPORE E ARIA CONDIZIONATA,D,37
